Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted),Overperforming Score
Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
"🧡 www.Столица.bg 🧡""",2016-11-30 17:52:15,114597,117540,2024-07-26 19:01:46 EEST,2024-07-26,19:01:46,Link,145,72,29,6,0,2,36,0,0,0,,-,0,0,0,,https://www.facebook.com/100040057191379/posts/1234241527921075,Обектите на ЦГМ вече са отворени,https://stolica.bg/oshte/vazstanovena-e-tiket-sistemata-na-tsgm-v-sofiya,,,Възстановена е тикет системата на ЦГМ в София - Столица.bg,Възстановена е работата на тикет системата на Центъра за градска мобилност и в момента всички услуги са достъпни.  „Проблемът е отстранен и зареждането на пре...,,,,145,2.64,,,,,
Българска Асоциация за Термално Наследство,thermalassociationbg,100064536408925,COMMUNITY,BG,"Отворени, работещи и реновирани бани и санаториуми с широк обществен достъп е основната ни цел.",2015-10-29 07:57:14,,,2024-05-15 08:04:54 EEST,2024-05-15,08:04:54,Photo,132,73,28,16,0,1,0,1,13,0,,-,0,0,0,,https://www.facebook.com/100064536408925/posts/825587752935764,"⁉️⚠♨️КОНЦЕСИИ, КОНЦЕСИИ...до кога!? 🤔 ➡Модата общините да отдават сградите на минералните бани на концесия не стихва, даже напротив. 🤔Въпреки призивите ни и добрите примери, кото показаме, за работещи и отлично поддържани от общински структури минерални бани (Стрелча, Ягода, Хасковски минерални бани и др.), повечето общински администрации се опитват да се отърват и да предоставят стопанисването на концесионер. 😠 ⚠Това според нас е дълбоко погрешно, защото става дума за много ценна и важна за населението услуга- ползването на минералната вода за балнеология и отдих, на достъпни цени и в изградените минерални бани с традиционното разделение на мъжки и женски къпални. 👉Наскоро научихме, че през ноември 2023 г. има сключен договор за концесия за строителство на банята в Елешница, Община Разлог, а преди дни беше обявена и процедурата за концесия на минерална баня Шипково, община Троян от Донка Михайлова - Кмет на Община Троян. 👉В края на април имаше предложение за отдаване на концесия и на банята в Красново, Община Хисаря-Municipality of Hisarya, но Общинският съвет в Хисаря гласува против него. Разказахме ви за този казус в предишна публикация. 😠⚠И докато за баня Елешница в условията има изискване за запазване на социалната достъпност, за баня Шипково се ползват анализи отпреди ковид пандемията и целта, както е записано в документацията, е ""Във връзка с осъвременяването на функцията на целия комплекс като рекреационен СПА-център, всички помощни сгради със стопанско предназначение ще бъдат с променена функция в съответствие с разработен цялостен инвестиционен проект и съответно ще бъдат ремонтирани, реконструирани, основно обновени или заменени с нови строежи."" Срокът за подаване на офертите е 05/07/2024 16:001ч.‼️ 🔴Алармирахме за това спорно начинание, което би застрашило облика на великолепната минерална баня Шипково, образец на архитектурния модернизъм, но за съжаление нашите апели да се преосмислят условията и да се запази функцията на минерална баня не бяха чути. В коментари под публикацията можете да намерите линк към процедурата за концесия на баня Шипково. 🧐Остава надеждата поне инвеститорите-концесионери да имат разум и да запазят ценността на тези образци на термалното ни наследство и #ДаБъдеБаня. ℹ️🔈Българска Асоциация за Термално Наследство (БАТН) е неправителствена организация (НПО). ‼️ВСИЧКИ сме доброволци и не получаваме нито лев за труда, който полагаме. Нещо повече - нуждите на кауза #ДаБъдеБаня, освен време, труд и усилия, ни струват и средства, които заплащаме от собствения си джоб, от членски внос или дарения. 👍Дарявайте, за #ДаБъдеБаня ℹБългарска асоциация за термално наследство (БАТН) ℹБанка ДСК IBAN: BG90STSA93000029250081-лева IBAN: BG55STSA93000030534215 -евро Основание: дарение за #ДаБъдеБаня",https://www.facebook.com/photo.php?fbid=825587736269099&set=a.546880974139778&type=3,,,,,,,,132,5.28
Пламен Църноречки,plamen.tzarnoretchky,100063687225896,POLITICIAN,BG,Официална страница на Пламен Църноречки,2017-03-11 09:48:52,1300,1303,2023-10-23 11:27:54 EEST,2023-10-23,11:27:54,Photo,129,104,5,0,3,0,17,0,0,0,,-,0,0,0,,https://www.facebook.com/100063687225896/posts/810254084440825,"София е столица на спорта и може да се развива като атрактивен и социално интегриран град в тази посока. Това означава активно да продължим да инвестираме в квартали с места за масов спорт, достъпни програми за насърчаване на физическата и здравната активност за деца и възрастни, както и в такива за създаване на спортна инфраструктура: ✔Вече има 106 км велотрасета, някои отлични, други спорни. Все още се делим на „за“ и „против“ тях, но бъдещето е на алтернативните начини на придвижване. И избирам да работя „за“ тях. ✔Вече има 133 фитнеса на открито, които се ползват от граждани на всяка възраст. Избирам да работя ""за"" повече такива места по кварталите в междублоковите пространства. ✔Вече има проекти за 5 модерни спортни комплекси в районите „Слатина“, „Люлин“2, „Люлин“ 6, „Лозенец“ и „Горубляне“. Избирам да работят ""за"" такъв и в „Красно село“. ✔Вече има всеки ден обществен транспорт до планината Витоша, включително и автобуси с багажници за велосипеди. Избирам да работя ""за"" планина изцяло свободна от автомобили, достъпна за всеки. Спортът е за всеки - за семействата, за самотните хора, за тези от уязвимите групи, за тези, които имат нужда от подкрепа. Ако и ти мислиш така, да го направим възможно на 29 октомври с ✔️бюлетина 76 и ✔️преференция 125.",https://www.facebook.com/photo.php?fbid=810251814441052&set=a.318614786938093&type=3,,,Photos from Пламен Църноречки's post,,,,,129,1.15
Синя България,SinyaBG,100094570966151,POLITICAL_ORGANIZATION,BG,Дясно-консервативен политически съюз за развитие на България,2023-07-14 22:00:03,2631,3415,2024-02-20 19:16:04 EET,2024-02-20,19:16:04,Photo,89,82,4,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100094570966151/posts/245474785281552,"🌳 От името на ""Синя София"" внасяме доклад в СОС за възлагане на кмета на София да проведе преговори с Народното събрание и Министерството на отбраната за осигуряване свободен достъп на граждани до парка на резиденция „Лозенец“. От 6 октомври 2023 г. резиденцията е прехвърлена към НС, а паркът е под разпореждането на МО. Основания за нашето предложение: ✅ паркът е достатъчно голям, за да задоволява конкретните нужди на НС и МО и при добра организация може да се осигури свободен достъп на граждани; ✅ паркът е много добре защитен, което означава, че в тъмната част от денонощието може да бъде затворен; ✅ при обединяване на усилията със Столична община би могло да се използват възможностите на общинските предприятия за озеленяване и поддръжка на парка; ✅ европейска практика е пространствата, които обслужват важни държавни институции и ведомства, да бъдат максимално достъпни за граждани, при спазване на ред и правила, които гарантират нормалната им дейност; ✅ достъпът до резиденцията и прилежащите ѝ обекти може да бъде ограничен по подходящ начин, с оглед нейното опазване и използването ѝ от Народното събрание; ✅ отварянето на парка е продължение на политиката на „отворени врати“, провеждана от Министерството на отбраната чрез отварянето за достъп на граждани на парка на Военната академия „Г.С. Раковски“.",https://www.facebook.com/photo.php?fbid=245474401948257&set=a.110839818745050&type=3,,,Photos from Синя България's post,,,,,89,-3.3
Капитал,capitalbg,100064927622404,NEWS_SITE,BG,"""Капитал"" е най­-влиятелната бизнес медиа в България. Прогнози, които се сбъдват

www.capital.bg",2009-03-23 14:55:56,200162,210764,2024-07-29 16:30:51 EEST,2024-07-29,16:30:51,Link,67,17,2,0,0,2,1,10,35,0,,-,0,0,0,,https://www.facebook.com/100064927622404/posts/889927946514785,"Строителната еуфория, която се разгръща до границите на Природен парк ""Витоша"", заприличва на вакханалия. Тя отхапа част от пътеката ""Княжево"" - Златните мостове. Спешният въпрос сега е има ли какво законно да се направи, за да бъде спасен един от най-старите, достъпни и популярни подстъпи на жителите на София към планината. Инвеститорът в единия от двата проблемни парцела все още не строи, но в другия вече текат изкопни работи. За анализ по-нататък остават темите за законодателните особености, правещи подобни посегателства възможни и за нужните промени, ако искаме те да не се повтарят в бъдеще...",https://www.capital.bg/biznes/imoti/2024/07/26/4655003_kushti_vurhu_kniajevskata_puteka_efekti_ot_restituciia/?utm_medium=Social&utm_source=Facebook#Echobox=1722259067,https://www.capital.bg/biznes/imoti/2024/07/26/4655003_kushti_vurhu_kniajevskata_puteka_efekti_ot_restituciia/,,Къщи върху Княжевската пътека? Ефект от реституция и общинска пасивност,"Един от най-старите и достъпни маршрути на жителите на София до Витоша е преграден от строителство, разрешено при предишни мандати от район ""Витоша"".",,,,67,1.18
Николай Топалов,RealNikolaiTopalov,100052199960720,PERSON,BG,Профил в X : https://x.com/nikolaytopalov7,2015-04-06 16:29:49,23275,23248,2023-09-05 23:32:03 EEST,2023-09-05,23:32:03,Photo,65,33,3,28,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/100052199960720/posts/835010011582323,"Без значение какво мислите за него, когато минете покрай училище, мост, язовир, завод, болница, ЖП линия, ел. централа, НДК в София, ЖП гара, напоителни съоръжения или просто карате по междуселски асфалтов път, знайте, че това бе създадено, когато той управляваше България. Живков направи така, че във всяко селце в България да има вода, ток и път, училище и читалище. Направи така, че книгите да са на цената на хляба, за да са достъпни за всички. В 70-те и 80-те години по качество на образованието си България е измежду водещите държави в света. Добре е да знаете, че с негова подкрепа, дъщеря му Людмила Живкова донесе вторият златен век за българската култура. Парадоксът е, че този държавник, през чието управление България имаше лев със златно покритие и думите безработица и бедност бяха непознати, си остана единственият ефективно осъден за престъпления срещу народа си. След това, 32 години демокрация нямаме НИТО ЕДИН ОСЪДЕН държавник. Може би те бяха безгрешни и направиха повече за народа си от него? Нека истината говори сама за себе си… Но знайте едно – народ, който не цени и уважава миналото си, няма да има и бъдеще!",https://www.facebook.com/photo.php?fbid=835009898249001&set=a.218545639895433&type=3,,,,,,,,65,-1.52
Карлос Контрера,CarlosContrera.bg,100045151896828,POLITICIAN,BG,Заместник-председател на ВМРО. Общински съветник в Столичен общински съвет от ВМРО.,2014-09-05 19:38:01,17051,17156,2024-04-12 12:32:42 EEST,2024-04-12,12:32:42,Photo,57,36,10,10,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/100045151896828/posts/976523593862695,"🚍А78 и А79 са на безумни интервали на движение през деня... През около 25-27 минути. Обслужват се предимно със стари автобуси без климатик, без рампи за инвалиди и детски колички. ❗️Причините са основно две. Липсата на по-нови и климатизирани достъпни за хора с увреждания автобуси и разписанията. Още юни 2023г. внесох доклад за смяна на старите автобуси по тези линии с по-нови - беше отхвърлен. Сега съм го внесъл отново със съответните корекции. Внесъл съм и доклад за промяна на маршрута и интервала по А79. Очаквам да се разгледа най-сетне след три месеца и кусур протакане от управляващите София. 📉Само с хубави приказки и колажи във фейсбук няма да стане, както и с общи лафове. Говорят ни за модерен транспорт по модела на Виена, Прага, Будапеща, а базови въпроси се неглижират. Нощен транспорт - хубаво, ама дайте да оправим и основните линии, господа и госпожици спасители!",https://www.facebook.com/photo.php?fbid=976523573862697&set=a.269506857897709&type=3,,,,,,,,57,-2.02
Danybon,Danybon.blog,100044291176651,PERSONAL_BLOG,BG,"""Данибон"" е ЛИЧЕН сайт от 2010 година на журналистката Йорданка Бонева-Благоева за разнообразни теми",2011-04-24 22:36:20,36945,38262,2023-11-09 12:17:03 EET,2023-11-09,12:17:03,Status,48,15,30,2,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100044291176651/posts/929194511900246,"Дискусия за сградите с тъмни прозорци и за затворените комплекси Много хубава дискусия тук под един от постовете. Извеждам я, за да се включат и други. И. П.: ""Искам да попитам, какво мислите за предложението на младия арх. Явор Панев... отностно неизползваемите жилища и отношението му към затворените комплекси?"" Данибон: ""видях кратка информация в Дневник за това. За празните жилища - примерът с Испания не ми хареса, но на други места - мисля, че в Офнюз - видях какво обяснява арх. Любо Георгиев - хвърля се огромен финансов ресурс за инфраструктура в райони, в които много сгради стоят с тъмни прозорци. Тъй като съм в район, където здравата се строи в момента, и също виждам наистина колко тъмни прозорци има в новите сгради, а в същото време всичко стана много сгушено, бих приела аргументите им. Прекалено много се строи в части на София и не е ясно дали изобщо има такава нужда от толкова жилища. В Западна Европа, специално в Нидерландия, има недостиг на жилища и затова е още по-жестоко. При нас има огромен процент жилища, за които се изгражда инфраструктура. По отношенеие на затворените комплекси - не живея в такъв, но ми харесва идеята. Предполагам, че архитектът е млад с образование на Запад и не споделя такова различние между хората в едно общество. Аз ги харесвам тези комплекси, но съм сигурна, че синовете ми също ще ги отхвърлят. Младото поколение разсъждава като архитекта, за когото говорите."" Б.Т. Не съм убедена, че Испания е добър пример. Точно в Испания (Аликанте) ми направиха впечатление затворените комплекси. Не можеш да влезеш дори в двора, ако нямаш пропуск. Високи блокове, но с разстояние помежду им и добра инфраструктура. Огромни закрити паркинги, които не са под земята, а под навеси. Басейни, нещо като парк. Събирането на сметта се случва в самата сграда, а колите на сметоизвозването влизат по график в двора. Не беше скъпарски комплекс, като гледах изпълнението на строителството, по-скоро от масов тип. Такова жилище не бих купила в България. Наоколо също не правеше впечатление общината да е запуснала района. Не знам защо имат желание така да се отделят хората, но това там беше масово - ограда и комплекс блокове в огромен общ двор. На улицата си ходиш между огради, но пък тротоари - равни и широки, красиво озеленяване, идеален градски транспорт и места за паркиране свободни и достъпни и извън комплексите. В Барселона пък в централната част не знам дали изобщо има местни жители. Струваше ми се, че има само туристи и хора, които са там, за да спечелят нещо около всичката тази навалица. А в София, в новите презастроени квартали, както и във Варна, не знам ако се запълнят всички жилища дали няма да настъпи някакъв катаклизъм. Там няма място за толкова много хора. Тесни улици, без тротоари, то въздух няма, дори не знам канализацията ще може ли да се справи 🙂 Огромно престъпление е да се допусне дори хипотезата, че може да се нагъчкат толкова много хора на толкова малко място. И само като си помисля, че преди години се говореше, че в Люлин например е нагъчкано.. И.П. Малко ми намирисва на това с частните училища на Григорова. Комунизъм в действие. Синът ми живее в комплекс Апартамент който сме закупили ние с баща му/ , с идеята децата му да могат да играят свободно навън, а не на улицата , всички се познават и няма издънки. Малко е като с частните училища, децата са малко , родителите се познават, комуникират при най- малък проблем . Колкото до жилищата , които стоят празни, все пак имаш възможност - инвестираш в имот, какво означава да ти го вземат и да настанят някого ...прилича ми на 44 год. когато в големите жилища са настанявали хора от село и са живели в един апартамент със собствениците. Честно казано изненадаха ме младежите от Спаси София , а аз се кълнях в тях. Данибон: ""Аз го разбирам, защото около мен са млади хора от частни училища и западни университети (но още без деца и семейство) и имат подобни виждания. Те са си все още идеалисти..."" Благодаря на И.П. за чудесната тема за дискусия и Б.Т. за чудесния пример! Вие какво мислите? ... Във връзка с появилите се спекулации в медиите общинските съветници от ПП/ДБ и ""Спаси София"" в общинския съвет обръщат внимание, че не споделят разпространеното мнение за прехвърляне на необитаеми жилища към жилищния фонд на общината. Те уточняват, че подобна идея не е залегнала в програмата на коалицията и никога не е била предмет на обсъждане в групата. Решението за справяне с проблема с пустеещите сгради минава през спиране на ""градоустройството"" на парче и чрез обвързване на такса за разрешително за строеж и с разходите за инфраструктура, се казва в позиция на ПП-ДБ (СС), изпратена до ""Сега"".",,,,,,,,,48,-2.77
",2014-09-10 18:39:29,4194,4319,2023-12-11 08:54:32 EET,2023-12-11,08:54:32,Photo,43,32,5,4,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100058284840604/posts/759278572691631,Оценявам усилията на новия кмет на София да украси предпразнично София", но някак си не му се получава, ама никак не му се получава. И в такива случаи, за да излезе човек от нелепата ситуация, е най-добре да се опре до стари, но доказано успешни практики. Затова препоръчвам на кмета В.Т от ДС да използва неотдавнашната украса на София от 2020 год. по време на Великите всенародни и много многолюдни въстания и за целта да използва за предпразничната украса на столицата следните атрибути: - бали със сено, които вечер да се запалят като за тържествено осветление на възлови площади и кръстовища - кори с яйца, които гражданите да понахвърлят тук там за да украсят възлови сгради, напр. по фасадата на Столична община - вмирисана рибичка за празнично ароматизиране на празника на Спасената ни София - изкъртени павенца, с които да поздравяват нехаресващите украсата - и разбира се червена боичка, все пак е техния цвят, за да рисуват спасителите петолъчки Със сигурност софиянци така ще харесат града си," защото с умиление ще си спомнят славните си въстанически години. Пък и AliExpress доставя всичко експресно на достъпни цени.""",https://www.facebook.com/photo.php?fbid=759278509358304&set=a.148028460483315&type=3,,,Photos from Asim Ademov's post,,,,,43,-3.93,,,,,,,,,,,,,,,,,,
"Коалиция ""Продължаваме Промяната - Демократична България""",ppdb.bg,100090060712317,POLITICAL_ORGANIZATION,BG,Oфициална страница на коалиция “Продължаваме Промяната - Демократична България”.,2023-02-10 14:08:52,4237,6033,2024-06-06 15:00:18 EEST,2024-06-06,15:00:18,Link,42,33,2,1,2,0,3,0,0,1,,-,0,0,0,,https://www.facebook.com/100090060712317/posts/421870974158256,"❓Коя е Вяра Тодева? Крехката жена с желязната ръка, която премахна МОЧА или трудолюбив човек, който обича да спортува и да свири на пиано? Запознайте се с историята на дамата, която се осмели да пресече имотната мафия в София и се бори за достъпни пространства за родители и техните деца.⬇️ 🗳️ Гласувай с номер 1️⃣4️⃣ за парламентарни и eвропейски избори на 9 юни ",https://bit.ly/3Vt6UAR,https://boulevardbulgaria.bg/articles/vyara-todeva-demontazhat-na-pametnika-na-savetskata-armiya-chaka-sega-ministara-na-kulturata,,Вяра Тодева: Демонтажът на паметника на съветската армия чака сега министъра на културата,"Определя себе си като работохолик. Обича да спортува и да свири на пиано. Това са и заниманията, за които се старае задължително да отделя свободно време. Така съвсе....",,,,42,-2.5
Капитал,capitalbg,100064927622404,NEWS_SITE,BG,"""Капитал"" е най­-влиятелната бизнес медиа в България. Прогнози, които се сбъдват

www.capital.bg",2009-03-23 14:55:56,200101,209947,2024-05-19 15:21:47 EEST,2024-05-19,15:21:47,Link,29,11,9,6,2,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/100064927622404/posts/845541397620107,"Д-р Калина Игнатова - началник на отделение и заместник-директор по лечебната дейност в Националната специализирана болница за активно лечение на хематологични заболявания - София: ""През последните 10 години наблюдаваме коренна промяна във философията на лечение на хематологичните заболявания. В медицината има огромен напредък, навлизат нови методи за диагностика, внедряват се нови прицелни и имунотерапии, голяма е ролята на трансплантацията на хемопоетични стволови клетки, ясно изразена е тенденцията към персонализиран подход. Новите медикаменти станаха достъпни за българските пациенти. В резултат общата преживяемост при някои заболявания се увеличи в пъти. Важно е хората с ракови заболявания да усещат подкрепата на близките и на обществото и активно да участват в процеса на лечение""",https://www.capital.bg/politika_i_ikonomika/zdraveopazvane/2024/05/16/4608204_zaboliavaniiata_na_kruvta_ne_sa_prisuda/?utm_medium=Social&utm_source=Facebook#Echobox=1716121305,https://www.capital.bg/politika_i_ikonomika/zdraveopazvane/2024/05/16/4608204_zaboliavaniiata_na_kruvta_ne_sa_prisuda/,,Заболяванията на кръвта не са присъда,,,,,29,-2.86
Гергин Борисов,gergin.borisov.official,100090401634054,POLITICIAN,,Общински съветник от Спаси София / UX Designer / Пешеходец / ❤️ трамваите,2023-02-28 13:44:57,548,764,2024-04-29 10:25:42 EEST,2024-04-29,10:25:42,Photo,28,23,2,0,2,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100090401634054/posts/402879622735422,"🥰 Жителите на ж.к. Обеля дават пример какво означава не само да живееш в милионен град, но и да осъзнаваш, че твоят комфорт не е за сметка на всички останали. 🚋 Новата организация на движението по ул. 104 се спазва без изключения и когато новите* трамваи пристигнат в Обеля следващата седмица, ще минават безпроблемно. 👉 А когато приключим техническия проект за ремонта на улицата, ще я преобразим в нормална европейска улица. Защото хората от Обеля заслужават нормална градска среда и удобен транспорт! * PESA Swing трамваите, които никога досега не са обслужвали тази част на София",https://www.facebook.com/photo.php?fbid=747950407544870&set=a.411095284563719&type=3,,,Спаси София,"🙏Жителите на Обеля ни дават добър пример!

Паркирането по ул. 104 бе реорганизирано, за да може от 7 май нископодовите трамваи по линия 6 да минават без проблеми. Така живущите на Обеля, Надежда, Връбница и Свобода ще пътуват в удобни, тихи и достъпни трамваи с климатик.

🅿️ Това наложи промяна на паркирането, то стана успоредно и новата организация изцяло се спазва от жителите от първия ден. Благодарим за съдействието и разбирането, че тази промяна е с по-голяма цел - за да може хиляди хора да получат по-удобен транспорт.

🚧 Знаем също, че ул. 104 се нуждае от цялостен ремонт и уверяваме гражданите, че работим той да започне още тази година. Обектът е заложен в резервния списък в бюджета за 2024 г. и правим всичко възможно проектът да бъде завършен в съкратени срокове.",,,,28,-2.46
Столица Култура,direkcia.kultura,100064697766282,PUBLIC_SERVICES_GOVERNMENT,BG,Столица Култура е официалната страница на Дирекция „Култура“ на Столична община.,2015-06-22 11:02:07,15374,18101,2023-10-24 10:10:39 EEST,2023-10-24,10:10:39,Photo,26,19,1,3,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100064697766282/posts/730466452453274,"На 24 октомври 2023 г. една от най-старите културни институции в София – Столична библиотека, навършва 95 години от създаването си. Днес Библиотеката на София има фонд от 1 милион книги, 5 филиала, модерен ""Детски център"", дигитална ""тийн лаборатория"" и 89 000 читатели. Само за една година Библиотеката на София има близо 22 000 нови читатели, 630 000 заети книги, 21 000 нови заглавия на издания и 500 000 посещения. За читателите и потребителите са достъпни богат документално-информационен архив за историята на София, електронен каталог с 250 000 тома книги, български и чужди цифрови ресурси, образователни и информационни услуги, собствени цифрови платформи, сред които най-новата „Личната библиотека на Симеон Радев“ – част от бъдещия дигитален портал на Столична библиотека „Бележити Българи“. Столична библиотека посреща 95-годишнината си с представяне на най-новата част от своя литературен музей „Бележити българи“ – кабинет с личната библиотека на Кирил Христов, четене „Музика и слово за библиотеката“, фотодокументални изложби и арт експозиция. Празничната програма вижте на https://www.libsofia.bg/.:=:https://www.libsofia.bg/",https://www.facebook.com/photo.php?fbid=10230712122610007&set=p.10230712122610007&type=3,,,Miroslav,"Честит празник на нашата Столична библиотека! 📖
95 години и 1 000 000 книги.
Празник и за четящия човек!",,,,26,1.37
"Sofia University ""St. Kliment Ohridski""",sofiauniversity,100057842551492,UNIVERSITY,BG,"Софийски университет ""Св. Климент Охридски"" || http://facebook.com/SofiaUniversity || http://twitter.com/sofiauniversity
",2008-04-28 07:51:34,18950,19558,2024-01-22 15:22:20 EET,2024-01-22,15:22:20,Photo,24,22,0,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100057842551492/posts/780799270524818,"Филиалът на Софийския университет в Бургас е домакин на фотоизложба, представяща живота на Университетската библиотека „Св. Климент Охридски“. Двадесет табла дават възможност за съпоставка на запечатаните през обективите на двама фотографи в два исторически периода места и „срещи“. Център на съвременното изкуство и библиотека – Бургас с подкрепата на Община Бургас е домакин на експозицията, която може да бъде разгледана до края на януари 2024 г. Представените в изложбата фотографии на Университетската библиотека „Св. Климент Охридски“ са дело на фотографи от различни епохи. Черно-белите снимки са на Божидар Карастоянов (1903-1956 г.), един от най-известните български фотографи, представител на известната фамилия печатари и фотографи Карастоянови. Наред със запомнящите се портретни фотографии, той документира различни събития в страната и чужбина, отразява ангажиментите на царското семейство, както и изграждането и откриването на сградите на Ректората и на Университетската библиотека през 1934 г. През 2003 г. Рени Карастоянова – дъщеря на Божидар Карастоянов, дарява на Университетската библиотека оцелелите негативи от архива на баща си. Дигитализирани, те са достъпни в Колекция „Фотографии” на Университетската библиотека. https://www.uni-sofia.bg/index.php/bul/novini/novini_i_s_bitiya/fotoizlozhba_za_minaloto_i_nastoyascheto_na_universitetskata_biblioteka_sv_kliment_ohridski_gostuva_v_burgas",https://www.facebook.com/photo.php?fbid=780798783858200&set=a.591793552758725&type=3,,,"Photos from Sofia University ""St. Kliment Ohridski""'s post",,,,,24,-5.12
Национален военноисторически музей,NationalMuseumOfMilitaryHistory,100064900683700,TOPIC_MUSEUM,BG,"Музейният екип има амбицията да превърне НВИМ в обществено средище за традиции, култура и образование, в желано място за нашите деца.",2009-09-29 11:39:20,20338,21196,2024-06-01 07:00:18 EEST,2024-06-01,07:00:18,Photo,24,21,0,0,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100064900683700/posts/850241833815832,"🤸⛹️‍♂️ЧЕСТИТ 1 ЮНИ НА ВСИЧКИ ДЕЦА! 🫶Пожелаваме ви безгрижно детство и запомнящи се посещения в любимия Музей! 🥳В този специален ден екипът на НВИМ има удоволствието да ви представи отново три детски книжки от поредицата „Приключенията на Жоро и Вики в стара София“. 📖С тях децата ще научат любопитни истории от миналото, ще се срещнат с герои, ще посетят интересни места, ще опознаят славни български военачалници, без да възприемат това като урок. 🧩Освен това към всяка книжка има три интерактивни игри, които ще ги мотивират да покажат на практика наученото от пътешествията им с Жоро и Вики. ℹКнижките и игрите са достъпни на този линк 👉 https://bit.ly/3UXxdgU:=:https://sofia.militarymuseum.bg/za-deczata/ Те са създадени по проекта на Националния военноисторически музей „София във фокуса на военната история 1878 – 1944 г.“, реализиран с подкрепата на Столична община. #празник #деца #семейство #НВИМ #книга #игра",https://www.facebook.com/photo.php?fbid=850241777149171&set=a.635501528623198&type=3,,,Photos from Национален военноисторически музей's post,,,,,24,-4.62
Продължаваме Промяната - София,PromeniSofia,100076171596768,POLITICAL_ORGANIZATION,BG,"За България, в която корупцията намалява, а населението се увеличава.
",2021-10-12 13:41:23,5368,5695,2023-08-03 16:49:39 EEST,2023-08-03,16:49:39,Native Video,23,23,0,0,0,0,0,0,0,0,share,No,83,3097,0,00:02:58,https://www.facebook.com/100076171596768/posts/299518289263889,"А днес с хората на Обеля, от 18:00 ч, автогара 🌱 Очаква ви директна среща в Васил Терзиев и екипа му за вашите въпроси и решения за развитието на града ни 🌱 Очакваме Ви! Поканете приятелите си да харесат страницата ни Продължаваме Промяната - София 💚 и следете календара!",https://www.facebook.com/VassilTerzievZaSofia/videos/190542127342853/,,,Васил Терзиев,"Хората на „Надежда“ споделят, че страдат от липсата на достъп до качествено здравеопазване, от лошата инфраструктура в кварталите на района.

Имам амбицията да направим общинските поликлиники и болници достъпни и образцови, а атмосферата и обслужването в тях – на много по-високо ниво.

Северната тангента, вместо да е бърза и удобна връзка с центъра, на практика затруднява достъпа на жителите от северните райони до централните части на града, образуват се „тапи“.",,,,23,-2.52
Aleksandar Asenov Fine Art,asenovart,100044498587000,ART_GALLERY,BG,"Художник Александър Асенов
",2015-02-26 12:02:53,45626,50137,2023-09-06 11:12:51 EEST,2023-09-06,11:12:51,Link,23,19,3,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100044498587000/posts/864924431667502,Честит Празник! ❤️ 🇧🇬 🇧🇬 https://asenovart.com/galeria/ 🇧🇬,https://asenovart.com/galeria/,,,Галерия с картини - Картинна галерия - Asenov Art,"Онлайн галерия в София ""Александър Асенов"". Тук ще намерите чудесни арт творби на достъпни цени, които можете да закупите онлайн.",,,,23,-4.22
